PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Hunter, H; Cervone, G				Hunter, Heather; Cervone, Guido			Analysing the influence of African dust storms on the prevalence of coral disease in the Caribbean Sea using remote sensing and association rule data mining	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161	1366-5901					2017	38	6					1494	1521		10.1080/01431161.2016.1277279								WOS:000394651500002						
J	Makowski, C; Finkl, CW; Vollmer, HM				Makowski, Christopher; Finkl, Charles W.; Vollmer, Heather M.			Geoform and Landform Classification of Continental Shelves using Geospatially Integrated IKONOS Satellite Imagery	JOURNAL OF COASTAL RESEARCH																													0749-0208	1551-5036				JAN	2017	33	1					1	22		10.2112/JCOASTRES-D-16A-00003.1								WOS:000394926100001						
J	Pawlak, G; Moline, MA; Terrill, EJ; Colin, PL				Pawlak, Geno; Moline, Mark A.; Terrill, Eric J.; Colin, Patrick L.			Hydrodynamic influences on acoustical and optical backscatter in a fringing reef environment	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																	Pawlak, Geno/0000-0003-3718-1880												2169-9275	2169-9291				JAN	2017	122	1					322	335		10.1002/2016JC012497								WOS:000394996400020						
J	Edwards, AM; Robinson, JPW; Plank, MJ; Baum, JK; Blanchard, JL				Edwards, Andrew M.; Robinson, James P. W.; Plank, Michael J.; Baum, Julia K.; Blanchard, Julia L.			Testing and recommending methods for fitting size spectra to data	METHODS IN ECOLOGY AND EVOLUTION																	Plank, Michael/0000-0002-7539-3465; Blanchard, Julia/0000-0003-0532-4824												2041-210X	2041-2096				JAN	2017	8	1					57	67		10.1111/2041-210X.12641								WOS:000393305300007						
J	Mohamed, H; Negm, A; Salah, M; Nadaoka, K; Zahran, M				Mohamed, Hassan; Negm, Abdelazim; Salah, Mahmoud; Nadaoka, Kazuo; Zahran, Mohamed			Assessment of proposed approaches for bathymetry calculations using multispectral satellite images in shallow coastal/lake areas: a comparison of five models	ARABIAN JOURNAL OF GEOSCIENCES																													1866-7511	1866-7538				JAN	2017	10	2							42	10.1007/s12517-016-2803-1								WOS:000392065200022						
J	Freeman, LA; Freeman, SE				Freeman, Lauren A.; Freeman, Simon E.			Rapidly obtained ecosystem indicators from coral reef soundscapes	MARINE ECOLOGY PROGRESS SERIES																													0171-8630	1616-1599				DEC 15	2016	561						69	82		10.3354/meps11938								WOS:000391695800005						
J	Solihuddin, T; Bufarale, G; Blakeway, D; O'Leary, MJ				Solihuddin, Tubagus; Bufarale, Giada; Blakeway, David; O'Leary, Michael J.			Geomorphology and late Holocene accretion history of Adele Reef: a northwest Australian mid-shelf platform reef	GEO-MARINE LETTERS																	Bufarale, Giada/0000-0003-4966-6797												0276-0460	1432-1157				DEC	2016	36	6					465	477		10.1007/s00367-016-0465-3								WOS:000392313300006						
J	Rankey, EC				Rankey, Eugene C.			On facies belts and facies mosaics: Holocene isolated platforms, South China Sea	SEDIMENTOLOGY																	Rankey, Eugene/0000-0002-1603-2934												0037-0746	1365-3091				DEC	2016	63	7					2190	2216		10.1111/sed.12302								WOS:000389255200012						
J	Miller, MW; Karazsia, J; Groves, CE; Griffin, S; Moore, T; Wilber, P; Gregg, K				Miller, Margaret W.; Karazsia, Jocelyn; Groves, Carolyn E.; Griffin, Sean; Moore, Tom; Wilber, Pace; Gregg, Kurtis			Detecting sedimentation impacts to coral reefs resulting from dredging the Port of Miami, Florida USA	PEERJ																													2167-8359					NOV 17	2016	4								e2711	10.7717/peerj.2711								WOS:000388425600006	27896036					
J	Bernardello, R; Serrano, E; Coma, R; Ribes, M; Bahamon, N				Bernardello, Raffaele; Serrano, Eduard; Coma, Rafel; Ribes, Marta; Bahamon, Nixon			A comparison of remote-sensing SST and in situ seawater temperature in near-shore habitats in the western Mediterranean Sea	MARINE ECOLOGY PROGRESS SERIES																Ribes, Marta/B-2495-2013; Coma, Rafel/J-8987-2012	Ribes, Marta/0000-0001-9747-295X; Coma, Rafel/0000-0001-6107-225X; Bernardello, Raffaele/0000-0003-4923-1582; Serrano, Eduard/0000-0001-9082-473X												0171-8630	1616-1599				NOV 9	2016	559						21	34		10.3354/meps11896								WOS:000388225000003						
J	Diesing, M; Mitchell, P; Stephens, D				Diesing, Markus; Mitchell, Peter; Stephens, David			Image-based seabed classification: what can we learn from terrestrial remote sensing?	ICES JOURNAL OF MARINE SCIENCE																Diesing, Markus/D-6868-2011	Diesing, Markus/0000-0003-4331-7553												1054-3139	1095-9289				NOV	2016	73	10					2425	2441		10.1093/icesjms/fsw118								WOS:000402376300001						
J	Hoang, TC; O'Leary, MJ; Fotedar, RK				Hoang, Tin C.; O'Leary, Michael J.; Fotedar, Ravi K.			Remote-Sensed Mapping of Sargassum spp. Distribution around Rottnest Island, Western Australia, Using High-Spatial Resolution WorldView-2 Satellite Data	JOURNAL OF COASTAL RESEARCH																	Cong Tin, Hoang/0000-0001-5793-8241												0749-0208	1551-5036				NOV	2016	32	6					1310	1321		10.2112/JCOASTRES-D-15-00077.1								WOS:000387526900005						
J	Kayanne, H; Aoki, K; Suzuki, T; Hongo, C; Yamano, H; Ide, Y; Iwatsuka, Y; Takahashi, K; Katayama, H; Sekimoto, T; Isobe, M				Kayanne, Hajime; Aoki, Kenji; Suzuki, Takuya; Hongo, Chuki; Yamano, Hiroya; Ide, Yoichi; Iwatsuka, Yuudai; Takahashi, Kenya; Katayama, Hiroyuki; Sekimoto, Tsunehiro; Isobe, Masahiko			Eco-geomorphic processes that maintain a small coral reef island: Ballast Island in the Ryukyu Islands, Japan	GEOMORPHOLOGY																													0169-555X	1872-695X				OCT 15	2016	271						84	93		10.1016/j.geomorph.2016.07.021								WOS:000383006000008						
J	Duan, YW; Liu, YX; Li, MC; Zhou, MX; Yang, YH				Duan Yuewei; Liu Yongxue; Li Manchun; Zhou Minxi; Yang Yuhao			Survey of reefs based on Landsat 8 operational land imager (OLI) images in the Nansha Islands, South China Sea	ACTA OCEANOLOGICA SINICA																													0253-505X	1869-1099				OCT	2016	35	10					11	19		10.1007/s13131-016-0898-6								WOS:000385152000002						
J	Bryson, M; Duce, S; Harris, D; Webster, JM; Thompson, A; Vila-Concejo, A; Williams, SB				Bryson, Mitch; Duce, Stephanie; Harris, Dan; Webster, Jody M.; Thompson, Alisha; Vila-Concejo, Ana; Williams, Stefan B.			Geomorphic changes of a coral shingle cay measured using Kite Aerial Photography	GEOMORPHOLOGY																Harris, Daniel/B-1600-2017; Duce, Stephanie/C-7969-2017; Vila-Concejo, Ana/M-6378-2017	Harris, Daniel/0000-0002-3275-323X; Vila-Concejo, Ana/0000-0003-4069-3094; Bryson, Mitch/0000-0001-8784-6970												0169-555X	1872-695X				OCT 1	2016	270						1	8		10.1016/j.geomorph.2016.06.018								WOS:000382348300001						
J	Chirayath, V; Earle, SA				Chirayath, Ved; Earle, Sylvia A.			Drones that see through waves - preliminary results from airborne fluid lensing for centimetre-scale aquatic conservation	AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS					6th IUCN World Parks Congress	NOV, 2014	Sydney, AUSTRALIA	IUCN																					1052-7613	1099-0755				SEP	2016	26			2			237	250		10.1002/aqc.2654								WOS:000383668500017						
J	Farrington, JW; Burns, KA; Leinen, MS				Farrington, John W.; Burns, Kathryn A.; Leinen, Margaret S.			Synthesis and Crosscutting Topics	OCEANOGRAPHY																													1042-8275					SEP	2016	29	3			SI		204	213		10.5670/oceanog.2016.84								WOS:000382334500026						
J	Kordi, MN; O'Leary, M				Kordi, Moataz N.; O'Leary, Michael			Geomorphic classification of coral reefs in the north western Australian shelf	REGIONAL STUDIES IN MARINE SCIENCE																													2352-4855					SEP	2016	7						100	110		10.1016/j.rsma.2016.05.012								WOS:000414770500011						
J	Crochelet, E; Roberts, J; Lagabrielle, E; Obura, D; Petit, M; Chabanet, P				Crochelet, Estelle; Roberts, Jason; Lagabrielle, Erwann; Obura, David; Petit, Michel; Chabanet, Pascale			A model-based assessment of reef larvae dispersal in the Western Indian Ocean reveals regional connectivity patterns - Potential implications for conservation policies	REGIONAL STUDIES IN MARINE SCIENCE																													2352-4855					SEP	2016	7						159	167		10.1016/j.rsma.2016.06.007								WOS:000414770500019						
J	Lecours, V; Dolan, MFJ; Micallef, A; Lucieer, VL				Lecours, Vincent; Dolan, Margaret F. J.; Micallef, Aaron; Lucieer, Vanessa L.			A review of marine geomorphometry, the quantitative study of the seafloor	HYDROLOGY AND EARTH SYSTEM SCIENCES																	Lecours, Vincent/0000-0002-4777-3348; Micallef, Aaron/0000-0002-9330-0648												1027-5606	1607-7938				AUG 9	2016	20	8					3207	3244		10.5194/hess-20-3207-2016								WOS:000383151900002						
J	Mishra, DR; Gould, RW				Mishra, Deepak R.; Gould, Richard W., Jr.			Preface: Remote Sensing in Coastal Environments	REMOTE SENSING																Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332; Gould, Richard/0000-0002-5149-048X; Mishra, Deepak/0000-0001-8192-7681												2072-4292					AUG	2016	8	8							665	10.3390/rs8080665								WOS:000382458700052						
J	Ben-Romdhane, H; Marpu, PR; Ouarda, TBMJ; Ghedira, H				Ben-Romdhane, Haifa; Marpu, Prashanth Reddy; Ouarda, Taha B. M. J.; Ghedira, Hosni			Corals & benthic habitat mapping using DubaiSat-2: a spectral-spatial approach applied to Dalma Island, UAE (Arabian Gulf)	REMOTE SENSING LETTERS																	MARPU, PRASHANTH REDDY/0000-0003-3335-1790												2150-704X	2150-7058				AUG	2016	7	8					781	789		10.1080/2150704X.2016.1187317								WOS:000378625600007						
